"channel","date_id","pid","net_sales_amount"
"CH//Online",20220519,"7ac8cbde6d3f784",1
"CH//AntwerpOutlet",20220519,"7ac8cbde6d3f784",1
"CH//AntwerpOutlet",20220519,"7ac8cbde6d3f784",1
"CH//LiegeHub",20220519,"7ac8cbde6d3f784",1
"CH//Online",20220520,"7ac8cbde6d3f784",-1
"CH//Online",20220520,"7ac8cbde6d3f784",2
"CH//LiegeHub",20220521,"7ac8cbde6d3f784",1
"CH//GhentBoutique",20220521,"7ac8cbde6d3f784",1
"CH//Online",20220521,"7ac8cbde6d3f784",2
"CH//LiegeHub",20220521,"7ac8cbde6d3f784",1
"CH//TournaiShop",20220521,"7ac8cbde6d3f784",1
"CH//Online",20220521,"7ac8cbde6d3f784",2
"CH//GenkGallery",20220521,"7ac8cbde6d3f784",1
NA,20220522,"7ac8cbde6d3f784",2
"CH//Online",20220522,"7ac8cbde6d3f784",1
"CH//KortrijkShowroom",20220522,"7ac8cbde6d3f784",1
"CH//MonsPlaza",20220522,"7ac8cbde6d3f784",1
"CH//Online",20220523,"7ac8cbde6d3f784",1
"CH//Online",20220524,"7ac8cbde6d3f784",1
"CH//Online",20220524,"7ac8cbde6d3f784",3
"CH//NamurPoint",20220524,"7ac8cbde6d3f784",1
"CH//Online",20220524,"7ac8cbde6d3f784",1
"CH//Online",20220525,"7ac8cbde6d3f784",1
"CH//AntwerpOutlet",20220525,"7ac8cbde6d3f784",1
"CH//BruggeSquare",20220525,"7ac8cbde6d3f784",1
"CH//Online",20220525,"7ac8cbde6d3f784",2
"CH//BrusselsMart",20220525,"7ac8cbde6d3f784",1
"CH//BruggeSquare",20220525,"7ac8cbde6d3f784",1
"CH//Online",20220525,"7ac8cbde6d3f784",1
"CH//Online",20220525,"7ac8cbde6d3f784",0
"CH//Online",20220427,"7ac9da3714d7a76",1
"CH//Online",20220501,"7ac9da3714d7a76",1
"CH//Online",20220504,"7ac9da3714d7a76",1
"CH//Online",20220510,"7ac9da3714d7a76",-1
"CH//Online",20220306,"7acc639ae33b201",1
"CH//Online",20220316,"7acc639ae33b201",-1
"CH//Online",20220316,"7acc639ae33b201",1
"CH//Online",20220320,"7acc639ae33b201",1
"CH//Online",20220322,"7acc639ae33b201",1
"CH//Online",20220322,"7acc639ae33b201",1
"CH//Online",20220323,"7acc639ae33b201",1
"CH//Online",20220328,"7acc639ae33b201",-1
"CH//Online",20220330,"7acc639ae33b201",-1
"CH//Online",20220331,"7acc639ae33b201",-1
"CH//Online",20220402,"7acc639ae33b201",1
"CH//Online",20220403,"7acc639ae33b201",1
"CH//Online",20220318,"7ad697d727d6120",1
"CH//Online",20220403,"7ad697d727d6120",-1
"CH//Online",20220409,"7ad697d727d6120",1
"CH//Online",20220415,"7ad697d727d6120",-1
"CH//AntwerpOutlet",20220415,"7ad697d727d6120",1
"CH//",20221130,"7ad805380bd3847",1
"CH//AntwerpOutlet",20220827,"7ae50002d7ad4e3",1
"CH//LeuvenStyles",20220902,"7ae50002d7ad4e3",1
"CH//Franchise_NL",20220919,"7ae50002d7ad4e3",1
"CH//AntwerpOutlet",20220920,"7ae50002d7ad4e3",1
"CH//Franchise_NL",20220920,"7ae50002d7ad4e3",1
"CH//LeuvenStyles",20220921,"7ae50002d7ad4e3",1
"CH//LeuvenStyles",20220922,"7ae50002d7ad4e3",1
"CH//Franchise_NL",20220924,"7ae50002d7ad4e3",1
"CH//LeuvenStyles",20211203,"7ae5716d55db273",1
"CH//LiegeHub",20211203,"7ae5716d55db273",1
"CH//BrusselsMart",20211204,"7ae5716d55db273",1
"CH//LiegeHub",20211204,"7ae5716d55db273",1
"CH//NamurPoint",20211204,"7ae5716d55db273",1
"CH//LeuvenStyles",20211205,"7ae5716d55db273",1
"CH//CharleroiDepot",20211209,"7ae5716d55db273",1
"CH//MonsPlaza",20211209,"7ae5716d55db273",1
"CH//OstendStore",20211211,"7ae5716d55db273",1
"CH//BruggeSquare",20211211,"7ae5716d55db273",1
"CH//LiegeHub",NA,"7ae5716d55db273",1
"CH//LiegeHub",20211216,"7ae5716d55db273",1
"CH//LiegeHub",20211217,"7ae5716d55db273",1
"CH//MechelenCenter",20211218,"7ae5716d55db273",1
"CH//MonsPlaza",20211218,"7ae5716d55db273",1
"CH//",20220706,"7ae6dd44b41742b",1
"CH//OstendStore",20220707,"7ae6dd44b41742b",1
"CH//BrusselsMart",20220708,"7ae6dd44b41742b",1
"CH//AntwerpOutlet",20220709,"7ae6dd44b41742b",1
"CH//GhentBoutique",20220710,"7ae6dd44b41742b",1
"CH//BrusselsMart",20220710,"7ae6dd44b41742b",1
"CH//AntwerpOutlet",20220710,"7ae6dd44b41742b",1
"CH//AntwerpOutlet",20220710,"7ae6dd44b41742b",1
"CH//AntwerpOutlet",20220712,"7ae6dd44b41742b",1
"CH//AntwerpOutlet",20220712,"7ae6dd44b41742b",1
"CH//AntwerpOutlet",20220715,"7ae6dd44b41742b",1
"CH//",20220715,"7ae6dd44b41742b",1
"CH//OstendStore",20220715,"7ae6dd44b41742b",1
"CH//BrusselsMart",20220716,"7ae6dd44b41742b",1
"CH//BrusselsMart",20220716,"7ae6dd44b41742b",1
"CH//OstendStore",NA,"7ae6dd44b41742b",1
"CH//",20220716,"7ae6dd44b41742b",1
"CH//GhentBoutique",20220717,"7ae6dd44b41742b",1
"CH//BrusselsMart",20220721,"7ae6dd44b41742b",1
"CH//AntwerpOutlet",20220722,"7ae6dd44b41742b",1
"CH//BrusselsMart",20220722,"7ae6dd44b41742b",1
"CH//BrusselsMart",20220723,"7ae6dd44b41742b",1
"CH//GhentBoutique",20220723,"7ae6dd44b41742b",1
"CH//BrusselsMart",20220724,"7ae6dd44b41742b",1
"CH//AntwerpOutlet",20220726,"7ae6dd44b41742b",1
"CH//GhentBoutique",20220726,"7ae6dd44b41742b",1
"CH//BrusselsMart",20220728,"7ae6dd44b41742b",1
"CH//GhentBoutique",20220728,"7ae6dd44b41742b",1
"CH//",20220729,"7ae6dd44b41742b",1
"CH//",20220730,"7ae6dd44b41742b",1
"CH//CharleroiDepot",20221111,"7af36b9858e2be7",1
"CH//LeuvenStyles",20230106,"7af54fc73bdada3",1
"CH//GhentBoutique",20230121,"7af54fc73bdada3",1
"CH//MechelenCenter",20230127,"7af54fc73bdada3",1
"CH//MechelenCenter",20230128,"7af54fc73bdada3",1
"CH//AntwerpOutlet",20230201,"7af54fc73bdada3",1
"CH//Online",20220712,"7af8e8981175582",1
"CH//Online",20220713,"7af8e8981175582",1
"CH//Online",20220713,"7af8e8981175582",1
"CH//Online",20220731,"7af8e8981175582",-1
"CH//Online",20220731,"7af8e8981175582",-1
"CH//CharleroiDepot",20220304,"7aff4163a2b428c",1
"CH//NamurPoint",20220305,"7aff4163a2b428c",1
"CH//HasseltFashions",20220319,"7aff4163a2b428c",1
"CH//Online",20220322,"7aff4163a2b428c",1
"CH//Online",20220322,"7aff4163a2b428c",1
"CH//HasseltFashions",20220323,"7aff4163a2b428c",1
"CH//CharleroiDepot",20220329,"7aff4163a2b428c",1
"CH//CharleroiDepot",20220331,"7aff4163a2b428c",1
"CH//LiegeHub",NA,"7b0f062de515819",1
"CH//HasseltFashions",NA,"7b0f062de515819",1
"CH//OstendStore",20220817,"7b0f062de515819",1
"CH//BruggeSquare",20220817,"7b0f062de515819",1
"CH//KortrijkShowroom",20220818,"7b0f062de515819",1
"CH//GenkGallery",NA,"7b0f062de515819",1
"CH//NamurPoint",20220819,"7b0f062de515819",1
"CH//LiegeHub",20220820,"7b0f062de515819",1
"CH//MonsPlaza",20220820,"7b0f062de515819",1
"CH//NamurPoint",20220820,"7b0f062de515819",1
"CH//CharleroiDepot",20220820,"7b0f062de515819",1
"CH//LiegeHub",20220822,"7b0f062de515819",1
NA,20220825,"7b0f062de515819",1
"CH//MechelenCenter",20220826,"7b0f062de515819",1
"CH//LiegeHub",20220827,"7b0f062de515819",1
"CH//LiegeHub",20220831,"7b0f062de515819",1
"CH//LiegeHub",20220901,"7b0f062de515819",1
"CH//AntwerpOutlet",20220902,"7b0f062de515819",1
"CH//LiegeHub",20220903,"7b0f062de515819",1
"CH//MonsPlaza",20220903,"7b0f062de515819",1
"CH//LeuvenStyles",20220904,"7b0f062de515819",1
"CH//Online",NA,"7b0f062de515819",1
"CH//LiegeHub",20220905,"7b0f062de515819",1
"CH//BrusselsMart",20220906,"7b0f062de515819",1
"CH//MonsPlaza",20220907,"7b0f062de515819",1
"CH//LiegeHub",20220508,"7b10a00578aa7cf",1
"CH//KortrijkShowroom",20220513,"7b10a00578aa7cf",1
"CH//NamurPoint",20220514,"7b10a00578aa7cf",1
"CH//NamurPoint",20220514,"7b10a00578aa7cf",1
"CH//NamurPoint",20220515,"7b10a00578aa7cf",1
"CH//Online",20220518,"7b10a00578aa7cf",1
"CH//OstendStore",20220518,"7b10a00578aa7cf",1
"CH//AntwerpOutlet",20220519,"7b10a00578aa7cf",1
"CH//LiegeHub",20220519,"7b10a00578aa7cf",1
"CH//BrusselsMart",20220519,"7b10a00578aa7cf",1
"CH//TournaiShop",20220521,"7b10a00578aa7cf",1
"CH//AntwerpOutlet",20220522,"7b10a00578aa7cf",1
"CH//Online",20220524,"7b10a00578aa7cf",1
"CH//AntwerpOutlet",20220525,"7b10a00578aa7cf",1
"CH//BruggeSquare",20220525,"7b10a00578aa7cf",1
"CH//MonsPlaza",20220526,"7b10a00578aa7cf",1
"CH//MonsPlaza",20220527,"7b10a00578aa7cf",1
"CH//MechelenCenter",20220528,"7b10a00578aa7cf",1
"CH//AntwerpOutlet",20220528,"7b10a00578aa7cf",1
"CH//MonsPlaza",20220529,"7b10a00578aa7cf",1
"CH//MechelenCenter",20220529,"7b10a00578aa7cf",1
"CH//AntwerpOutlet",20220602,"7b10a00578aa7cf",1
"CH//LiegeHub",20220603,"7b10a00578aa7cf",1
"CH//AntwerpOutlet",20220302,"7b1aa7cba4a2538",1
"CH//LiegeHub",20220310,"7b1aa7cba4a2538",1
"CH//AntwerpOutlet",20220310,"7b1aa7cba4a2538",1
"CH//BruggeSquare",20220319,"7b1aa7cba4a2538",1
"CH//BruggeSquare",20220324,"7b1aa7cba4a2538",1
"CH//BruggeSquare",20220330,"7b1aa7cba4a2538",1
"CH//MechelenCenter",20220329,"7b3b84559e6aced",1
"CH//BrusselsMart",20220330,"7b3b84559e6aced",1
"CH//BrusselsMart",20220330,"7b3b84559e6aced",1
"CH//CharleroiDepot",20220331,"7b3b84559e6aced",1
"CH//LeuvenStyles",20220401,"7b3b84559e6aced",1
"CH//AntwerpOutlet",20220403,"7b3b84559e6aced",2
"CH//NamurPoint",20220407,"7b3b84559e6aced",1
"CH//CharleroiDepot",20220408,"7b3b84559e6aced",1
"CH//AntwerpOutlet",20220408,"7b3b84559e6aced",-1
"CH//LeuvenStyles",20220410,"7b3b84559e6aced",1
"CH//LeuvenStyles",20220412,"7b3b84559e6aced",1
"CH//LiegeHub",20220416,"7b3b84559e6aced",1
"CH//OstendStore",20220416,"7b3b84559e6aced",1
"CH//HasseltFashions",20220418,"7b3b84559e6aced",1
"CH//LiegeHub",20220419,"7b3b84559e6aced",0
"CH//AntwerpOutlet",20210429,"7b3c6a14be340f5",1
"CH//AntwerpOutlet",20210513,"7b3c6a14be340f5",1
"CH//AntwerpOutlet",20210514,"7b3c6a14be340f5",1
"CH//Online",20210525,"7b3c6a14be340f5",1
"CH//Online",20220331,"7b3eb6285068144",1
"CH//Online",20220401,"7b3eb6285068144",1
"CH//Online",20220403,"7b3eb6285068144",1
"CH//Online",20220405,"7b3eb6285068144",-1
"CH//Online",20220419,"7b3eb6285068144",-1
"CH//Online",20220507,"7b4314bd3f91f29",1
"CH//Online",20220514,"7b4314bd3f91f29",1
"CH//Online",20220522,"7b4314bd3f91f29",1
"CH//Online",20220528,"7b4314bd3f91f29",1
"CH//Online",20220529,"7b4314bd3f91f29",1
"CH//BruggeSquare",20220129,"7b95e72b0e2b458",1
"CH//MechelenCenter",20220130,"7b95e72b0e2b458",1
"CH//KortrijkShowroom",20220208,"7b95e72b0e2b458",1
"CH//TournaiShop",20220210,"7b95e72b0e2b458",1
"CH//GhentBoutique",20220219,"7b95e72b0e2b458",1
"CH//GhentBoutique",20220423,"7b97658077a4793",1
"CH//",20220521,"7b97658077a4793",1
"CH//MonsPlaza",20220310,"7b9c7791c55572b",1
"CH//BrusselsMart",20220323,"7b9c7791c55572b",1
"CH//GenkGallery",20220324,"7b9c7791c55572b",1
"CH//KortrijkShowroom",20220329,"7b9c7791c55572b",1
"CH//CharleroiDepot",20220329,"7b9c7791c55572b",1
"CH//CharleroiDepot",20220401,"7b9c7791c55572b",1
"CH//GhentBoutique",20220407,"7b9c7791c55572b",1
"CH//KortrijkShowroom",20220327,"7ba0fb52f8b4228",1
"CH//HasseltFashions",20220327,"7ba0fb52f8b4228",1
"CH//CharleroiDepot",NA,"7ba0fb52f8b4228",1
"CH//KortrijkShowroom",20220331,"7ba0fb52f8b4228",1
"CH//AalstEmporium",20220401,"7ba0fb52f8b4228",1
"CH//AntwerpOutlet",20220401,"7ba0fb52f8b4228",1
"CH//MechelenCenter",20220402,"7ba0fb52f8b4228",1
"CH//AntwerpOutlet",20220407,"7ba0fb52f8b4228",1
"CH//MechelenCenter",20220408,"7ba0fb52f8b4228",1
"CH//AalstEmporium",20220408,"7ba0fb52f8b4228",1
"CH//CharleroiDepot",20220409,"7ba0fb52f8b4228",1
"CH//BrusselsMart",20220410,"7ba0fb52f8b4228",1
"CH//MechelenCenter",20220415,"7ba0fb52f8b4228",1
"CH//AntwerpOutlet",20220415,"7ba0fb52f8b4228",1
"CH//MechelenCenter",NA,"7ba0fb52f8b4228",1
"CH//GhentBoutique",20220416,"7ba0fb52f8b4228",1
"CH//BrusselsMart",20220416,"7ba0fb52f8b4228",1
"CH//AntwerpOutlet",20220418,"7ba0fb52f8b4228",1
"CH//HasseltFashions",20220420,"7ba0fb52f8b4228",1
"CH//OstendStore",20220423,"7ba0fb52f8b4228",1
"CH//KortrijkShowroom",20220424,"7ba0fb52f8b4228",1
"CH//amazon.com",20220407,"7ba1f49f3f1c50e",1
"CH//amazon.com",20220418,"7ba1f49f3f1c50e",1
"CH//amazon.com",20220419,"7ba1f49f3f1c50e",-1
"CH//Online",20220424,"7ba1f49f3f1c50e",1
"CH//Online",20220424,"7ba1f49f3f1c50e",1
"CH//amazon.com",20220426,"7ba1f49f3f1c50e",-1
"CH//Franchise_NL",20221126,"7ba9053a5506d3b",1
"CH//Franchise_NL",20221129,"7ba9053a5506d3b",1
"CH//Franchise_NL",20221202,"7ba9053a5506d3b",-1
"CH//Franchise_NL",20221216,"7ba9053a5506d3b",1
"CH//GhentBoutique",20220903,"7bb7753d1311b41",1
"CH//GhentBoutique",20220909,"7bb7753d1311b41",1
"CH//GhentBoutique",20220912,"7bb7753d1311b41",1
"CH//GhentBoutique",20220918,"7bb7753d1311b41",1
"CH//LeuvenStyles",20221127,"7bb9ef6691eff83",1
"CH//AntwerpOutlet",20221207,"7bb9ef6691eff83",1
"CH//LeuvenStyles",20221213,"7bb9ef6691eff83",1
"CH//NamurPoint",20221223,"7bb9ef6691eff83",1
"CH//Online",20220418,"7bc09f19dbbbc88",1
"CH//GhentBoutique",20220218,"7bc2ba3c9815c07",1
"CH//LeuvenStyles",20220820,"7bc5719859bdd31",1
"CH//AalstEmporium",20220902,"7bc5719859bdd31",1
"CH//OstendStore",20220903,"7bc5719859bdd31",1
"CH//AntwerpOutlet",20220908,"7bc5719859bdd31",1
"CH//LeuvenStyles",20220910,"7bc5719859bdd31",1
"CH//LeuvenStyles",20220911,"7bc5719859bdd31",1
"CH//CharleroiDepot",20220917,"7bc5719859bdd31",1
NA,20220121,"7bcb3671eb7f484",1
"CH//Online",20220709,"7bd78a9edf5779b",NA
"CH//BrusselsMart",20211031,"7bd8bd9c7036652",1
"CH//",20211031,"7bd8bd9c7036652",1
"CH//OstendStore",20211104,"7bd8bd9c7036652",1
"CH//AalstEmporium",20211112,"7bd8bd9c7036652",1
"CH//OstendStore",20211113,"7bd8bd9c7036652",1
"CH//AalstEmporium",20211113,"7bd8bd9c7036652",1
"CH//AntwerpOutlet",20211120,"7bd8bd9c7036652",1
"CH//AntwerpOutlet",20211121,"7bd8bd9c7036652",1
"CH//AntwerpOutlet",20211126,"7bd8bd9c7036652",1
"CH//AntwerpOutlet",20211127,"7bd8bd9c7036652",1
"CH//LeuvenStyles",20220201,"7bda8f366b76b94",1
"CH//GhentBoutique",20220216,"7bda8f366b76b94",1
"CH//GhentBoutique",20220224,"7bda8f366b76b94",1
"CH//GhentBoutique",20220226,"7bda8f366b76b94",1
"CH//NamurPoint",20220228,"7bda8f366b76b94",1
"CH//HasseltFashions",20220301,"7bda8f366b76b94",1
"CH//",20220207,"7bdd6f4d7eea630",1
"CH//",20220207,"7bdd6f4d7eea630",1
"CH//",20220207,"7bdd6f4d7eea630",1
"CH//",20220207,"7bdd6f4d7eea630",2
"CH//",20220207,"7bdd6f4d7eea630",2
"CH//Franchise_NL",20220921,"7be293ae94145cd",1
"CH//TournaiShop",20220927,"7be293ae94145cd",1
"CH//KortrijkShowroom",20220312,"7be2d3c7ff7d26d",1
"CH//KortrijkShowroom",20220322,"7be2d3c7ff7d26d",1
"CH//AntwerpOutlet",20220325,"7be2d3c7ff7d26d",1
"CH//GhentBoutique",20220326,"7be2d3c7ff7d26d",1
"CH//AntwerpOutlet",20220326,"7be2d3c7ff7d26d",1
"CH//Online",20220330,"7be2d3c7ff7d26d",1
"CH//BrusselsMart",20220402,"7be2d3c7ff7d26d",1
"CH//BrusselsMart",20220318,"7be671bed173e1d",1
"CH//BrusselsMart",20220318,"7be671bed173e1d",0
"CH//KortrijkShowroom",20220319,"7be671bed173e1d",1
"CH//BruggeSquare",20220319,"7be671bed173e1d",1
"CH//OstendStore",20220319,"7be671bed173e1d",1
"CH//LeuvenStyles",20220320,"7be671bed173e1d",1
"CH//BruggeSquare",20220323,"7be671bed173e1d",1
"CH//AntwerpOutlet",20220324,"7be671bed173e1d",1
"CH//MonsPlaza",20220324,"7be671bed173e1d",1
"CH//TournaiShop",20220324,"7be671bed173e1d",1
"CH//LiegeHub",20220325,"7be671bed173e1d",1
"CH//MonsPlaza",20220325,"7be671bed173e1d",1
"CH//CharleroiDepot",20220325,"7be671bed173e1d",1
"CH//NamurPoint",20220326,"7be671bed173e1d",1
"CH//MonsPlaza",20220326,"7be671bed173e1d",1
"CH//MonsPlaza",20220326,"7be671bed173e1d",-1
"CH//OstendStore",20220326,"7be671bed173e1d",1
"CH//MechelenCenter",20220329,"7be671bed173e1d",1
"CH//CharleroiDepot",20220330,"7be671bed173e1d",1
"CH//LiegeHub",20220331,"7be671bed173e1d",1
"CH//LeuvenStyles",20220331,"7be671bed173e1d",1
"CH//CharleroiDepot",20220401,"7be671bed173e1d",1
"CH//MonsPlaza",20220402,"7be671bed173e1d",1
"CH//BrusselsMart",20220402,"7be671bed173e1d",1
"CH//HasseltFashions",NA,"7be671bed173e1d",1
"CH//AalstEmporium",20220407,"7be671bed173e1d",1
"CH//Online",20220407,"7be671bed173e1d",1
"CH//AntwerpOutlet",20220408,"7be671bed173e1d",1
"CH//amazon.com",20220410,"7be671bed173e1d",1
"CH//GenkGallery",20220411,"7be671bed173e1d",1
"CH//Online",20220411,"7be671bed173e1d",1
"CH//OstendStore",20220415,"7be671bed173e1d",1
"CH//Franchise_NL",20221004,"7be9edfee6a08fe",1
"CH//Franchise_NL",20221012,"7be9edfee6a08fe",-1
"CH//LeuvenStyles",20220223,"7bea34b7112c939",1
"CH//Online",20220301,"7bea34b7112c939",2
"CH//Online",20220301,"7bea34b7112c939",1
"CH//Online",20220302,"7bea34b7112c939",1
"CH//Online",NA,"7bea34b7112c939",1
"CH//Online",20220304,"7bea34b7112c939",1
"CH//",20220304,"7bea34b7112c939",1
"CH//Online",20220307,"7bea34b7112c939",1
"CH//Online",20220308,"7bea34b7112c939",1
"CH//Online",20220309,"7bea34b7112c939",1
"CH//Online",20220309,"7bea34b7112c939",1
"CH//Online",20220311,"7bea34b7112c939",0
"CH//Online",20220313,"7bea34b7112c939",0
"CH//Online",20220313,"7bea34b7112c939",2
"CH//Online",20220315,"7bea34b7112c939",0
"CH//AntwerpOutlet",20220315,"7bea34b7112c939",1
"CH//amazon.com",20220315,"7bea34b7112c939",1
"CH//Online",20220315,"7bea34b7112c939",1
"CH//Online",20220316,"7bea34b7112c939",1
"CH//Online",20220317,"7bea34b7112c939",1
"CH//GhentBoutique",20220317,"7bea34b7112c939",1
"CH//Online",20220317,"7bea34b7112c939",2
"CH//Online",20220317,"7bea34b7112c939",1
"CH//Online",20220319,"7bea34b7112c939",1
"CH//Online",20220322,"7bea34b7112c939",-1
"CH//Online",20220322,"7bea34b7112c939",-1
"CH//AntwerpOutlet",20220401,"7bebb59ba7eae02",1
"CH//LiegeHub",20220423,"7bebb59ba7eae02",1
"CH//AntwerpOutlet",20230225,"7bef5233a09bddb",1
"CH//AntwerpOutlet",20230305,"7bef5233a09bddb",1
"CH//GhentBoutique",20230312,"7bef5233a09bddb",1
"CH//NamurPoint",20230315,"7bef5233a09bddb",1
"CH//NamurPoint",20230316,"7bef5233a09bddb",1
"CH//HasseltFashions",20230317,"7bef5233a09bddb",1
"CH//NamurPoint",20230317,"7bef5233a09bddb",1
"CH//BrusselsMart",20230318,"7bef5233a09bddb",1
"CH//OstendStore",20230319,"7bef5233a09bddb",1
"CH//AalstEmporium",20230320,"7bef5233a09bddb",1
"CH//GhentBoutique",20230321,"7bef5233a09bddb",-1
"CH//AalstEmporium",20230321,"7bef5233a09bddb",1
"CH//LiegeHub",20230322,"7bef5233a09bddb",1
"CH//",20230324,"7bef5233a09bddb",1
"CH//TournaiShop",20230325,"7bef5233a09bddb",1
"CH//LiegeHub",20230325,"7bef5233a09bddb",1
"CH//TournaiShop",20230325,"7bef5233a09bddb",1
"CH//AntwerpOutlet",20220212,"7c0236c9f5f4fdb",1
"CH//OstendStore",20220904,"7c05bbdbc93b53d",1
"CH//HasseltFashions",20220909,"7c05bbdbc93b53d",1
"CH//AntwerpOutlet",20220911,"7c05bbdbc93b53d",1
"CH//AntwerpOutlet",20220915,"7c05bbdbc93b53d",1
"CH//HasseltFashions",20220917,"7c05bbdbc93b53d",1
"CH//KortrijkShowroom",20220927,"7c05bbdbc93b53d",1
"CH//BrusselsMart",20221001,"7c05bbdbc93b53d",1
"CH//Online",20220222,"7c0dbb015708b5e",1
"CH//LiegeHub",20220304,"7c0dbb015708b5e",1
"CH//Online",20220311,"7c0dbb015708b5e",1
"CH//Online",20220316,"7c0dbb015708b5e",1
"CH//LiegeHub",20220319,"7c0dbb015708b5e",1
"CH//",20220219,"7c0f545099d64c2",1
"CH//AntwerpOutlet",20220220,"7c0f545099d64c2",1
"CH//LeuvenStyles",20220226,"7c0f545099d64c2",1
"CH//GhentBoutique",20220228,"7c0f545099d64c2",1
"CH//GhentBoutique",20220302,"7c0f545099d64c2",1
"CH//AntwerpOutlet",20220310,"7c0f545099d64c2",1
"CH//Online",20220312,"7c0f545099d64c2",1
"CH//Online",20220315,"7c0f545099d64c2",2
"CH//Online",20220318,"7c0f545099d64c2",1
"CH//NamurPoint",20220826,"7c152db2f94043c",1
"CH//NamurPoint",20220826,"7c152db2f94043c",1
"CH//AntwerpOutlet",20220910,"7c152db2f94043c",1
"CH//NamurPoint",20220917,"7c152db2f94043c",1
"CH//amazon.com",20220918,"7c152db2f94043c",1
"CH//Online",20220525,"7c1db6a7ccc686b",1
"CH//Online",20220407,"7c27fe7403064be",1
"CH//Online",20220409,"7c27fe7403064be",NA
"CH//Online",20220417,"7c27fe7403064be",1
"CH//Online",20220419,"7c27fe7403064be",-1
"CH//Online",20220422,"7c27fe7403064be",1
"CH//Online",20220424,"7c27fe7403064be",1
"CH//Online",20220425,"7c27fe7403064be",1
"CH//Online",20220430,"7c27fe7403064be",1
"CH//Online",20220505,"7c27fe7403064be",1
"CH//Online",20220418,"7c3424787d71778",1
"CH//LiegeHub",20220426,"7c3424787d71778",1
"CH//AntwerpOutlet",20220428,"7c3424787d71778",1
"CH//AntwerpOutlet",20220506,"7c3424787d71778",1
"CH//Online",20220506,"7c3424787d71778",1
"CH//Online",20220513,"7c3424787d71778",1
"CH//LiegeHub",20220514,"7c3424787d71778",1
"CH//NamurPoint",20221101,"7c3aaf89c6105e5",1
"CH//NamurPoint",20221119,"7c3aaf89c6105e5",1
"CH//BrusselsMart",20220219,"7c4e7f47a3f202f",1
"CH//LeuvenStyles",20220310,"7c4e7f47a3f202f",1
"CH//BrusselsMart",20220320,"7c5152361062bf9",1
"CH//GhentBoutique",20220406,"7c5152361062bf9",1
"CH//BrusselsMart",20220409,"7c5152361062bf9",1
"CH//BrusselsMart",20220409,"7c5152361062bf9",1
"CH//LeuvenStyles",20220416,"7c5152361062bf9",1
"CH//BruggeSquare",20220824,"7c53620156155bc",1
"CH//BrusselsMart",20220824,"7c53620156155bc",1
"CH//NamurPoint",20220826,"7c53620156155bc",1
"CH//CharleroiDepot",20220829,"7c53620156155bc",1
"CH//BruggeSquare",20220901,"7c53620156155bc",1
"CH//OstendStore",20220901,"7c53620156155bc",1
"CH//CharleroiDepot",20220902,"7c53620156155bc",1
"CH//BruggeSquare",20220903,"7c53620156155bc",1
"CH//NamurPoint",20220903,"7c53620156155bc",1
"CH//OstendStore",20220904,"7c53620156155bc",1
"CH//AntwerpOutlet",20220905,"7c53620156155bc",1
"CH//AntwerpOutlet",20220909,"7c53620156155bc",1
"CH//BruggeSquare",20220909,"7c53620156155bc",1
"CH//BruggeSquare",NA,"7c53620156155bc",1
"CH//HasseltFashions",20220911,"7c53620156155bc",1
"CH//CharleroiDepot",20220911,"7c53620156155bc",1
"CH//BruggeSquare",20220911,"7c53620156155bc",1
"CH//BruggeSquare",20220913,"7c53620156155bc",1
"CH//BruggeSquare",20220915,"7c53620156155bc",1
"CH//CharleroiDepot",20220916,"7c53620156155bc",1
"CH//MechelenCenter",20220916,"7c53620156155bc",1
"CH//LeuvenStyles",20220916,"7c53620156155bc",1
"CH//NamurPoint",20220916,"7c53620156155bc",1
"CH//GhentBoutique",20220918,"7c53620156155bc",1
"CH//AntwerpOutlet",20220918,"7c53620156155bc",1
"CH//LeuvenStyles",20220918,"7c53620156155bc",1
"CH//GhentBoutique",20220919,"7c53620156155bc",1
"CH//MechelenCenter",20220920,"7c53620156155bc",1
"CH//Online",20220501,"7c5b2d23703926a",1
"CH//Online",20220513,"7c5b2d23703926a",-1
"CH//AntwerpOutlet",20220324,"7c5bafe6ab3cfa9",1
"CH//LiegeHub",20220325,"7c5bafe6ab3cfa9",1
"CH//Online",20220402,"7c5bafe6ab3cfa9",1
"CH//LiegeHub",20220402,"7c5bafe6ab3cfa9",1
"CH//LiegeHub",20220402,"7c5bafe6ab3cfa9",1
"CH//AntwerpOutlet",20220403,"7c5bafe6ab3cfa9",1
"CH//LiegeHub",20220408,"7c5bafe6ab3cfa9",1
"CH//AntwerpOutlet",20220410,"7c5bafe6ab3cfa9",1
"CH//LiegeHub",20220415,"7c5bafe6ab3cfa9",1
"CH//Online",20220421,"7c5bafe6ab3cfa9",1
"CH//Online",20220311,"7c705771b1f086f",1
"CH//Online",20220319,"7c705771b1f086f",1
"CH//AntwerpOutlet",20220326,"7c705771b1f086f",1
"CH//amazon.com",20220329,"7c705771b1f086f",1
"CH//amazon.com",20220402,"7c705771b1f086f",1
"CH//amazon.com",20220321,"7c7ad9e07ea8952",1
"CH//Online",20220324,"7c7ad9e07ea8952",1
"CH//Online",20220411,"7c7ad9e07ea8952",1
"CH//Online",20220418,"7c7ad9e07ea8952",1
"CH//LiegeHub",20220924,"7c85c2ceb6df7bd",1
